"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.468453765E1,-3.418745279E0,-7.215855598E0,1.728515267E0,8.169709685E0
3.468701218E1,-3.492922783E0,-7.400103092E0,1.601695657E0,8.338313038E0
3.468948687E1,-3.521636724E0,-7.550850868E0,1.448554993E0,8.456688809E0
3.469196130E1,-3.543172121E0,-7.701898098E0,1.264008522E0,8.571523816E0
3.469443562E1,-3.547957659E0,-7.804789066E0,1.074975610E0,8.640503948E0
3.469690995E1,-3.543172121E0,-7.922037601E0,8.787640929E-1,8.722670163E0
3.469938396E1,-3.595814228E0,-8.039285660E0,6.894320250E-1,8.833759698E0
3.470185807E1,-3.648755312E0,-8.140083313E0,5.195416212E-1,8.935563506E0
3.470433239E1,-3.658326626E0,-8.266902924E0,3.664009571E-1,9.047612244E0
3.470680651E1,-3.641277790E0,-8.376973152E0,2.512463629E-1,9.137598583E0
3.470928073E1,-3.614956856E0,-8.422436714E0,1.794617027E-1,9.167200215E0
3.471175500E1,-3.619742393E0,-8.439186096E0,8.853443712E-2,9.183149531E0
3.471422927E1,-3.555136204E0,-8.451150894E0,-1.435693540E-2,9.168486843E0
3.471670364E1,-3.497708559E0,-8.463114738E0,-1.100698411E-1,9.158077943E0
3.471917807E1,-3.433102369E0,-8.487042427E0,-2.057827413E-1,9.157424724E0
3.472165260E1,-3.413959742E0,-8.494221687E0,-2.799602449E-1,9.158891905E0
3.472412708E1,-3.378067255E0,-8.465507507E0,-3.329014480E-1,9.120689618E0
3.472660130E1,-3.337389469E0,-8.465507507E0,-3.305086195E-1,9.105614849E0
3.472907557E1,-3.313461065E0,-8.443971634E0,-3.305086195E-1,9.076834092E0
3.473154989E1,-3.248854876E0,-8.410472870E0,-3.352942765E-1,9.022390711E0
3.473402401E1,-3.179463148E0,-8.348258972E0,-3.113660514E-1,8.938644338E0
3.473649818E1,-3.112463951E0,-8.312366486E0,-3.616153300E-1,8.883334626E0
3.473897213E1,-3.028416157E0,-8.264510155E0,-4.334000051E-1,8.812563082E0
3.474144604E1,-2.906382322E0,-8.161619186E0,-5.386841893E-1,8.680395533E0
3.474392005E1,-2.796312332E0,-8.058428764E0,-6.822535396E-1,8.557050117E0
3.474639432E1,-2.652743101E0,-7.931608677E0,-8.090731502E-1,8.402503289E0
3.474886854E1,-2.472982168E0,-7.804789066E0,-9.409775138E-1,8.241105014E0
3.475134255E1,-2.286342144E0,-7.658827305E0,-1.039083242E0,8.060067622E0
3.475381666E1,-2.104487419E0,-7.514958382E0,-1.103689432E0,7.881725518E0
3.475629104E1,-1.953440547E0,-7.349853992E0,-1.113260746E0,7.686067471E0
3.475876536E1,-1.843370795E0,-7.244569778E0,-1.041476011E0,7.547614156E0
3.476123979E1,-1.807478428E0,-7.158428192E0,-9.290133715E-1,7.441312942E0
3.476371469E1,-1.809871197E0,-7.089035988E0,-7.923234105E-1,7.359201137E0
3.476618958E1,-1.814656854E0,-7.007380962E0,-6.128616929E-1,7.264431630E0
3.476866422E1,-1.838585138E0,-6.969096184E0,-4.405784607E-1,7.220997598E0
3.477113890E1,-1.874477386E0,-6.988238335E0,-2.512463629E-1,7.239631567E0
3.477361328E1,-1.927119493E0,-7.002595425E0,-7.417750359E-2,7.263307410E0
3.477608729E1,-1.980060697E0,-7.072286606E0,1.172483116E-1,7.345177014E0
3.477856151E1,-2.051845312E0,-7.156035423E0,3.376871049E-1,7.452042991E0
3.478103604E1,-2.173879385E0,-7.323532581E0,5.817549825E-1,7.661482879E0
3.478351083E1,-2.331805706E0,-7.553243637E0,8.282157183E-1,7.948254435E0
3.478598562E1,-2.552244425E0,-7.823931694E0,1.031904817E0,8.294135658E0
3.478846015E1,-2.741277456E0,-8.106285095E0,1.173081279E0,8.637278496E0
3.479093453E1,-2.856132984E0,-8.360222816E0,1.249651670E0,8.922580931E0
3.479340854E1,-2.959024191E0,-8.621041298E0,1.295115232E0,9.206275071E0
3.479588265E1,-3.071486950E0,-8.879764557E0,1.326221943E0,9.489105085E0
3.479835718E1,-3.308675528E0,-9.171689034E0,1.357328653E0,9.844265059E0
3.480083140E1,-3.665505171E0,-9.418449402E0,1.388435364E0,1.020151313E1
3.480330531E1,-4.055535316E0,-9.643374443E0,1.415055513E0,1.055672390E1
3.480577927E1,-4.496113777E0,-9.856635094E0,1.472483277E0,1.093327497E1
3.480825338E1,-4.912764072E0,-1.000738239E1,1.534696579E0,1.125336602E1
3.481072750E1,-5.353342533E0,-1.012223816E1,1.604088426E0,1.156248595E1
3.481320135E1,-5.786443233E0,-1.022991467E1,1.647159338E0,1.186790686E1
3.481567521E1,-6.250949860E0,-1.029930687E1,1.620838284E0,1.215636512E1
3.481814948E1,-6.681957245E0,-1.028734303E1,1.563410521E0,1.236617288E1
3.482062385E1,-7.069893837E0,-1.011984539E1,1.529910922E0,1.243926433E1
3.482309802E1,-7.368996620E0,-9.861420631E0,1.522732496E0,1.240437190E1
3.482557229E1,-7.550850868E0,-9.475876808E0,1.482054472E0,1.220672256E1
3.482804661E1,-7.658827305E0,-9.025727272E0,1.419841170E0,1.192213645E1
3.483052094E1,-7.759325504E0,-8.551649094E0,1.383649707E0,1.162980314E1
3.483299562E1,-7.831110477E0,-8.053643227E0,1.331007600E0,1.131189824E1
3.483547026E1,-7.922037601E0,-7.562815189E0,1.297508121E0,1.102897913E1
3.483794469E1,-8.029714584E0,-7.112964630E0,1.256830096E0,1.080047240E1
3.484041870E1,-8.156833649E0,-6.763313293E0,1.189831018E0,1.066264694E1
3.484289271E1,-8.324331284E0,-6.476174355E0,1.151545882E0,1.060949497E1
3.484536713E1,-8.544470787E0,-6.243771553E0,1.120439172E0,1.064180662E1
3.484784140E1,-8.839086533E0,-6.090631008E0,1.113260746E0,1.079187594E1
3.485031573E1,-9.214759827E0,-6.004489422E0,1.127617717E0,1.105609396E1
3.485279010E1,-9.633803368E0,-5.949454308E0,1.113260746E0,1.137741286E1
3.485526448E1,-1.004327488E1,-5.994917870E0,1.053440213E0,1.174377056E1
3.485773896E1,-1.042164040E1,-6.035595894E0,9.864411354E-1,1.208354552E1
3.486021338E1,-1.080449200E1,-6.114559174E0,9.457631707E-1,1.245067666E1
3.486268802E1,-1.115174961E1,-6.286842346E0,9.218349457E-1,1.283494004E1
3.486516260E1,-1.139821053E1,-6.500102520E0,9.026923180E-1,1.315239101E1
3.486763708E1,-1.155643559E1,-6.720242500E0,9.074779749E-1,1.339911859E1
3.487011156E1,-1.161864948E1,-6.978667259E0,9.625129104E-1,1.358754001E1
3.487258614E1,-1.156840038E1,-7.244569778E0,1.074975610E0,1.369186807E1
3.487506088E1,-1.140299606E1,-7.479066372E0,1.187438250E0,1.368849015E1
3.487753521E1,-1.107757282E1,-7.716254711E0,1.319043517E0,1.356440497E1
3.488000922E1,-1.061306572E1,-7.922037601E0,1.482054472E0,1.332637720E1
3.488248297E1,-1.008634567E1,-8.101499557E0,1.687837243E0,1.304674130E1
3.488495677E1,-9.495018959E0,-8.314759254E0,1.965703845E0,1.277319843E1
3.488743073E1,-8.908478737E0,-8.542078018E0,2.286342144E0,1.255210941E1
3.488990469E1,-8.350651741E0,-8.800801277E0,2.638386011E0,1.241565819E1
3.489237870E1,-7.862216949E0,-9.102297783E0,2.970988512E0,1.238923133E1
3.489485265E1,-7.464709282E0,-9.384949684E0,3.284747362E0,1.243337165E1
3.489732661E1,-7.098607540E0,-9.648159981E0,3.557528973E0,1.249532842E1
3.489980078E1,-6.837490559E0,-9.897313118E0,3.785146236E0,1.261092448E1
3.490227505E1,-6.703492641E0,-1.016530895E1,3.880859137E0,1.278011687E1
3.490474968E1,-6.607779503E0,-1.043121147E1,3.878466368E0,1.294277498E1
3.490722468E1,-6.617351055E0,-1.059392357E1,3.734897137E0,1.303725463E1
3.490969911E1,-6.681957245E0,-1.072552872E1,3.447459221E0,1.309849205E1
3.491217318E1,-6.856633186E0,-1.077577782E1,3.033201694E0,1.312749476E1
3.491464713E1,-7.160820961E0,-1.081645584E1,2.446661234E0,1.320072820E1
3.491712135E1,-7.546065331E0,-1.083799076E1,1.678265929E0,1.331246492E1
3.491959568E1,-8.020143509E0,-1.083799076E1,7.779664397E-1,1.350518335E1
3.492206989E1,-8.589934349E0,-1.083799076E1,-1.722832322E-1,1.383035420E1
3.492454427E1,-9.166903496E0,-1.084516907E1,-1.208973646E0,1.425171671E1
3.492701859E1,-9.707980156E0,-1.079013443E1,-2.169093609E0,1.467572304E1
3.492949312E1,-1.024187946E1,-1.068963623E1,-2.994916677E0,1.510410353E1
3.493196771E1,-1.078534889E1,-1.061785126E1,-3.682255030E0,1.557631273E1
3.493444187E1,-1.133360481E1,-1.060588741E1,-4.242474556E0,1.609142741E1
3.493691552E1,-1.181725407E1,-1.063460159E1,-4.512863636E0,1.652598508E1
3.493938927E1,-1.220040417E1,-1.061785126E1,-4.462614059E0,1.677806757E1
3.494186338E1,-1.245404339E1,-1.059631634E1,-4.065106392E0,1.684963521E1
3.494433760E1,-1.257847023E1,-1.059392357E1,-3.387638569E0,1.679062908E1
3.494681187E1,-1.254736328E1,-1.055803108E1,-2.523231506E0,1.659141473E1
3.494928620E1,-1.232961655E1,-1.048385334E1,-1.556231976E0,1.625892011E1
3.495176031E1,-1.200389385E1,-1.036630630E1,-5.506483316E-1,1.587000276E1
3.495423401E1,-1.160190010E1,-1.022512913E1,4.046861231E-1,1.547000719E1
3.495670802E1,-1.115653515E1,-1.009352398E1,1.244866014E0,1.509626425E1
3.495918213E1,-1.077099228E1,-1.004566765E1,1.891227245E0,1.484945971E1
3.496165620E1,-1.040728283E1,-1.002173901E1,2.338984251E0,1.463617559E1
3.496413026E1,-1.010309505E1,-1.005045319E1,2.561815739E0,1.447919331E1
3.496660437E1,-9.835099220E0,-1.013659477E1,2.614457846E0,1.436367363E1
3.496907859E1,-9.573982239E0,-1.024427223E1,2.449054003E0,1.423390723E1
3.497155255E1,-9.303593636E0,-1.034955597E1,2.075773716E0,1.407050105E1
3.497402656E1,-8.987442017E0,-1.044796085E1,1.539482236E0,1.386737198E1
3.497650057E1,-8.656932831E0,-1.053410244E1,9.290133715E-1,1.366648697E1
3.497897448E1,-8.300402641E0,-1.061067295E1,3.041875660E-1,1.347499887E1
3.498144885E1,-7.967501163E0,-1.068963623E1,-2.775674164E-1,1.333515809E1
3.498392312E1,-7.589435101E0,-1.071595669E1,-8.114659786E-1,1.315635702E1
3.498639718E1,-7.201498985E0,-1.074945641E1,-1.304686546E0,1.300440724E1
3.498887130E1,-6.792026997E0,-1.077577782E1,-1.697408557E0,1.285030016E1
3.499134552E1,-6.329913139E0,-1.077577782E1,-1.963011861E0,1.265063648E1
3.499381979E1,-5.911169052E0,-1.082841969E1,-2.104487419E0,1.251500938E1
3.499629411E1,-5.530411243E0,-1.093848991E1,-2.140379906E0,1.244255746E1
3.499876818E1,-5.159224510E0,-1.108714390E1,-2.078166485E0,1.240407729E1
3.500124239E1,-4.907978535E0,-1.132642555E1,-1.888834357E0,1.248774857E1
3.500371698E1,-4.668396950E0,-1.162822056E1,-1.563410521E0,1.262749761E1
3.500619140E1,-4.417150497E0,-1.199910831E1,-1.115653515E0,1.283489391E1
3.500866583E1,-4.307080746E0,-1.245882893E1,-5.506483316E-1,1.319380826E1
3.501114031E1,-4.383651257E0,-1.299990654E1,6.460621208E-2,1.371926173E1
3.501361474E1,-4.438685894E0,-1.354337597E1,6.822535396E-1,1.426851201E1
3.501608890E1,-4.460221291E0,-1.408445358E1,1.271187067E0,1.482839584E1
3.501856281E1,-4.529613495E0,-1.459681606E1,1.695015788E0,1.537717517E1
3.502103693E1,-4.649254322E0,-1.514507198E1,1.915155411E0,1.595796326E1
3.502351130E1,-4.749752998E0,-1.562872124E1,2.013560295E0,1.645817445E1
3.502598578E1,-4.860121727E0,-1.606212044E1,1.980060697E0,1.689772578E1
3.502846047E1,-4.912764072E0,-1.639950943E1,1.824228168E0,1.721647376E1
3.503093510E1,-5.025226593E0,-1.672762489E1,1.594517231E0,1.753878052E1
3.503340922E1,-5.185545921E0,-1.704347801E1,1.429412484E0,1.787213611E1
3.503588344E1,-5.262115955E0,-1.732134438E1,1.400399446E0,1.815709101E1
3.503835771E1,-5.346164227E0,-1.761805344E1,1.470090389E0,1.846993353E1
3.504083172E1,-5.389235020E0,-1.791506386E1,1.606481314E0,1.877695794E1
3.504330620E1,-5.389235020E0,-1.823330879E1,1.881655931E0,1.910596851E1
3.504578083E1,-5.283651352E0,-1.853749657E1,2.228914261E0,1.940422143E1
3.504825515E1,-4.998905659E0,-1.879592133E1,2.669492722E0,1.963165575E1
3.505072911E1,-4.768895626E0,-1.906182289E1,3.100499868E0,1.989242461E1
3.505320281E1,-4.472185612E0,-1.935135460E1,3.543172121E0,2.017497057E1
3.505567682E1,-4.259224415E0,-1.970100594E1,4.022035599E0,2.055352519E1
3.505815099E1,-3.986143351E0,-1.999801445E1,4.465006828E0,2.087453489E1
3.506062531E1,-3.646063566E0,-2.026601219E1,4.876871586E0,2.116102328E1
3.506309969E1,-3.480958700E0,-2.057977104E1,5.231009483E0,2.151760930E1
3.506557401E1,-3.112463951E0,-2.083819580E1,5.444269657E0,2.176138571E1
3.506804854E1,-2.566601276E0,-2.107059860E1,5.513661385E0,2.193075533E1
3.507052291E1,-1.879263043E0,-2.125005913E1,5.611767292E0,2.205875279E1
3.507299719E1,-1.254437327E0,-2.141755676E1,5.714658737E0,2.220231238E1
3.507547172E1,-6.248258352E-1,-2.153241348E1,5.779264927E0,2.230325404E1
3.507794609E1,-2.153540403E-2,-2.164278221E1,5.817550182E0,2.241103246E1
3.508042000E1,6.511468887E-1,-2.164756775E1,5.755336761E0,2.240904021E1
3.508289390E1,1.256830096E0,-2.161167526E1,5.566303730E0,2.235235707E1
3.508536786E1,1.742872238E0,-2.146541405E1,5.254937649E0,2.216790413E1
3.508784140E1,2.279163599E0,-2.129552269E1,4.831408024E0,2.195532684E1
3.509031489E1,2.624029160E0,-2.106341934E1,4.383651257E0,2.167416808E1
3.509278854E1,2.626421928E0,-2.070659065E1,3.967000723E0,2.124613102E1
3.509526203E1,2.420340061E0,-2.028276062E1,3.449851990E0,2.071593356E1
3.509773562E1,2.224128723E0,-1.969622040E1,2.884846687E0,2.003023182E1
3.510020953E1,1.987239242E0,-1.900918198E1,2.295913219E0,1.925017758E1
3.510268359E1,1.683051586E0,-1.830539322E1,1.663909078E0,1.845775384E1
3.510515750E1,1.280758262E0,-1.757019806E1,8.596215248E-1,1.763777624E1
3.510763166E1,8.668000102E-1,-1.683530235E1,1.914258115E-2,1.685761294E1
3.511010594E1,5.961119533E-1,-1.604297829E1,-9.409775138E-1,1.608160255E1
3.511257979E1,6.272186637E-1,-1.520249939E1,-2.140379906E0,1.536524055E1
3.511505380E1,8.210372925E-1,-1.429502201E1,-3.516851187E0,1.474415134E1
3.511752765E1,7.779664397E-1,-1.350987625E1,-4.618147850E0,1.429857607E1
3.512000151E1,6.056832075E-1,-1.282044506E1,-5.451447964E0,1.394449528E1
3.512247583E1,3.903291821E-1,-1.213340569E1,-6.162415504E0,1.361422988E1
3.512495010E1,2.297109663E-1,-1.143410301E1,-6.820741177E0,1.331592990E1
3.512742401E1,2.297109663E-1,-1.143410301E1,-6.820741177E0,1.331592990E1
3.512989791E1,-9.332008660E-2,-1.035194874E1,-7.514958382E0,1.279242552E1
3.513237187E1,-3.927220106E-1,-9.902098656E0,-7.388139248E0,1.236084099E1
3.513484578E1,-6.846463680E-1,-9.428020477E0,-6.897311211E0,1.170167564E1
3.513731968E1,-9.074779749E-1,-8.958727837E0,-6.219843388E0,1.094389202E1
3.513979390E1,-1.149153113E0,-8.513363838E0,-5.441876888E0,1.016916618E1
3.514226818E1,-1.407876968E0,-8.099106789E0,-4.508078098E0,9.375522197E0
3.514474250E1,-1.800299883E0,-7.713861942E0,-3.457030535E0,8.642673536E0
3.514721724E1,-2.233700037E0,-7.352246761E0,-2.336591244E0,8.031476012E0
3.514969198E1,-2.753241539E0,-7.043572426E0,-1.208973646E0,7.658581381E0
3.515216646E1,-3.356531858E0,-6.772884369E0,-2.871387079E-2,7.559040500E0
3.515464094E1,-3.873680830E0,-6.521637917E0,1.165902853E0,7.674405107E0
3.515711515E1,-4.366901398E0,-6.246164322E0,2.169093609E0,7.923973980E0
3.515958911E1,-4.833800793E0,-5.937490463E0,2.621636391E0,8.092737514E0
3.516206307E1,-5.530411243E0,-5.719444275E0,3.002095222E0,8.503532622E0
3.516453703E1,-6.363412857E0,-5.623731613E0,3.404388428E0,9.149275437E0
3.516701130E1,-7.215855598E0,-5.606981754E0,3.514458179E0,9.790721766E0
3.516948573E1,-8.036892891E0,-5.523232937E0,3.706183195E0,1.043233163E1
3.517196031E1,-8.901300430E0,-5.420341492E0,3.931108475E0,1.113853065E1
3.517443505E1,-9.782157898E0,-5.264508724E0,4.211368084E0,1.188028983E1
3.517690953E1,-1.047667503E1,-5.116153717E0,4.455435753E0,1.248145249E1
3.517938401E1,-1.091934681E1,-5.010869503E0,4.450650215E0,1.281207381E1
3.518185859E1,-1.122114182E1,-4.881657124E0,4.388436794E0,1.300011452E1
3.518433318E1,-1.134078312E1,-4.766502857E0,4.177569389E0,1.299172803E1
3.518680771E1,-1.138624668E1,-4.711467743E0,3.926322937E0,1.293292518E1
3.518928239E1,-1.144128132E1,-4.670789719E0,3.531208038E0,1.285257270E1
3.519175698E1,-1.139821053E1,-4.637290478E0,3.014059305E0,1.266918386E1
3.519423099E1,-1.114217854E1,-4.587040901E0,2.461018085E0,1.229819892E1
3.519670489E1,-1.066810036E1,-4.522434711E0,1.893620014E0,1.174080822E1
3.519917922E1,-9.995418549E0,-4.424329281E0,1.364507079E0,1.101566889E1
3.520165364E1,-9.035298347E0,-4.299902439E0,8.811569214E-1,1.004500944E1
3.520412786E1,-7.761718273E0,-4.141676903E0,4.573282301E-1,8.809478261E0
3.520660213E1,-6.329913139E0,-3.928715706E0,8.374879509E-2,7.450477925E0
3.520907646E1,-4.852943420E0,-3.646063566E0,-2.225325108E-1,6.074072776E0
3.521155088E1,-3.488137245E0,-3.351746321E0,-4.836492836E-1,4.861606881E0
3.521402526E1,-2.398804665E0,-3.165106058E0,-6.870391965E-1,4.030407304E0
3.521649932E1,-1.589731574E0,-3.040380239E0,-8.234301209E-1,3.528341769E0
3.521897370E1,-9.744769931E-1,-2.978166819E0,-8.620143533E-1,3.249946423E0
3.522144818E1,-5.650052428E-1,-2.999702215E0,-8.330013752E-1,3.164069468E0
3.522392255E1,-3.305086195E-1,-3.093321562E0,-7.683951855E-1,3.204419666E0
3.522639666E1,-1.938186288E-1,-3.196212769E0,-6.798607111E-1,3.273461823E0
3.522887073E1,-1.148554832E-1,-3.263211966E0,-5.291129351E-1,3.307824755E0
3.523134458E1,-5.982056633E-2,-3.323032379E0,-3.041875660E-1,3.337462025E0
3.523381864E1,-2.871387079E-2,-3.375674486E0,-4.546362907E-2,3.376102733E0
3.523629281E1,-2.871387079E-2,-3.385245800E0,1.555334777E-1,3.388938518E0
3.523876703E1,-4.067798331E-2,-3.344567776E0,3.520440459E-1,3.363290549E0
3.524124135E1,-2.392822644E-3,-3.287140131E0,5.195416212E-1,3.327945231E0
3.524371562E1,4.307080805E-2,-3.212962627E0,6.320042610E-1,3.274815006E0
3.524618989E1,9.332008660E-2,-3.141177893E0,7.348956466E-1,3.227348572E0
3.524866427E1,1.507478207E-1,-3.004487991E0,8.138588071E-1,3.116414471E0
3.525113864E1,2.512463629E-1,-2.844168901E0,9.194421172E-1,2.999632524E0
3.525361265E1,3.903291821E-1,-2.652743101E0,1.005583763E0,2.863669243E0
3.525608646E1,5.362913609E-1,-2.441875458E0,1.034297585E0,2.705574924E0
3.525856047E1,6.655037999E-1,-2.274377823E0,1.003190875E0,2.573340576E0
3.526103474E1,8.114659786E-1,-2.104487419E0,9.672985673E-1,2.454182318E0
3.526350906E1,1.000798106E0,-1.929512382E0,9.409775138E-1,2.368555163E0
3.526598349E1,1.180259824E0,-1.766800404E0,8.907282352E-1,2.303908355E0
3.526845797E1,1.328614831E0,-1.592124343E0,8.401798606E-1,2.237404633E0
3.527093265E1,1.522732496E0,-1.477268934E0,7.731808424E-1,2.258062527E0
3.527340718E1,1.697408557E0,-1.352542996E0,7.348956466E-1,2.291427498E0
3.527587182E1,1.697408557E0,-1.352542996E0,7.348956466E-1,2.291427498E0
3.527834604E1,2.118844509E0,-1.137188911E0,7.516453862E-1,2.519458565E0
3.528082989E1,2.293520451E0,-1.055832982E0,7.516453862E-1,2.634386101E0
3.528330401E1,2.439482689E0,-1.003190875E0,7.133602500E-1,2.732462363E0
3.528577802E1,2.595315218E0,-9.720842242E-1,6.942176819E-1,2.857017152E0
3.528825208E1,2.741277456E0,-9.074779749E-1,7.013961077E-1,2.971544189E0
3.529072604E1,2.903989315E0,-8.282157183E-1,7.085745931E-1,3.101801601E0
3.529319979E1,3.045166016E0,-8.114659786E-1,6.439684033E-1,3.216552254E0
3.529567370E1,3.153141975E0,-7.755736113E-1,5.961119533E-1,3.301388830E0
3.529814760E1,3.234498024E0,-7.564310431E-1,5.482555032E-1,3.366711970E0
3.530062187E1,3.263211966E0,-7.396813035E-1,4.453641176E-1,3.375504401E0
3.530309630E1,3.236890793E0,-7.181459069E-1,3.664009571E-1,3.335782548E0
3.530557052E1,3.244069338E0,-6.966105103E-1,3.376871049E-1,3.335158865E0
3.530804495E1,3.210569859E0,-6.702894568E-1,3.209373355E-1,3.295458625E0
3.531051937E1,3.200998545E0,-6.559324861E-1,3.448655605E-1,3.285661480E0
3.531299401E1,3.145963669E0,-6.056832075E-1,4.190430641E-1,3.231027181E0
3.531546844E1,3.035594702E0,-5.506483316E-1,4.836492836E-1,3.122813701E0
3.531794281E1,2.906382322E0,-4.884349108E-1,5.458626747E-1,2.997264240E0
3.532041713E1,2.791526794E0,-4.214358926E-1,6.296114326E-1,2.892514583E0
3.532289140E1,2.635993242E0,-3.831507266E-1,7.253243923E-1,2.760681135E0
3.532536588E1,2.487339020E0,-3.257229924E-1,8.401798606E-1,2.645534552E0
3.532784021E1,2.288734913E0,-2.727817893E-1,9.888339639E-1,2.508088917E0
3.533031448E1,1.963011861E0,-2.321037948E-1,1.106082320E0,2.265106142E0
3.533278880E1,1.623231053E0,-2.368894368E-1,1.242473125E0,2.057847207E0
3.533526302E1,1.290329576E0,-2.225325108E-1,1.393221021E0,1.911945591E0
3.533773755E1,9.290133715E-1,-2.368894368E-1,1.539482236E0,1.813611867E0
3.534021187E1,5.961119533E-1,-2.632105052E-1,1.666301847E0,1.789187266E0
3.534268604E1,3.424727321E-1,-2.656033039E-1,1.951047778E0,1.998604543E0
3.534516036E1,1.531406492E-1,-2.826521695E-1,2.216950178E0,2.240136692E0
3.534763489E1,3.349951655E-2,-2.775674164E-1,2.619243383E0,2.634122584E0
3.535010984E1,-4.067798331E-2,-3.281157911E-1,3.057130098E0,3.074956765E0
3.535258432E1,-9.332008660E-2,-3.735794425E-1,3.514458179E0,3.535489575E0
3.535505844E1,-1.459621787E-1,-4.788636267E-1,4.057928085E0,4.088691194E0
3.535753286E1,-1.722832322E-1,-5.817549825E-1,4.728217602E0,4.766986686E0
3.536000771E1,-2.225325108E-1,-7.755736113E-1,5.614160061E0,5.671845232E0
3.536248229E1,-5.003990531E-1,-1.070189953E0,6.586244106E0,6.691361384E0
3.536495620E1,-9.290133715E-1,-1.374078393E0,7.673183918E0,7.850408188E0
3.536743047E1,-1.647159338E0,-1.706979871E0,8.961120605E0,9.269767887E0
3.536990526E1,-2.719742060E0,-2.102094650E0,1.032323551E1,1.088048667E1
3.537237995E1,-3.878466368E0,-2.437089920E0,1.175743294E1,1.261820661E1
3.537485406E1,-5.341378212E0,-2.760420084E0,1.302622700E1,1.434687527E1
3.537732771E1,-6.971488953E0,-3.045166016E0,1.385234928E1,1.580386898E1
3.537980172E1,-8.764909744E0,-3.301496983E0,1.428066444E1,1.707808251E1
3.538227614E1,-1.047428226E1,-3.562314749E0,1.441735458E1,1.817307867E1
3.538475031E1,-1.224108219E1,-3.825824261E0,1.448196125E1,1.934446242E1
3.538722448E1,-1.395524120E1,-4.163212299E0,1.460878086E1,2.062759249E1
3.538969880E1,-1.571247005E1,-4.649254322E0,1.474517155E1,2.204353340E1
3.539217333E1,-1.760130501E1,-5.298008442E0,1.487946892E1,2.364896249E1
3.539464828E1,-1.980628967E1,-6.243771553E0,1.495364571E1,2.559072710E1
3.539712318E1,-2.229632187E1,-7.541279793E0,1.477388477E1,2.778964809E1
3.539959791E1,-2.474776840E1,-8.975478172E0,1.411795235E1,2.987185678E1
3.540207260E1,-2.679722023E1,-1.045513916E1,1.303101349E1,3.157860446E1
3.540454724E1,-2.834627342E1,-1.183639622E1,1.159711361E1,3.283450223E1
3.540702177E1,-2.973710251E1,-1.328255844E1,9.854242325E0,3.402686756E1
3.540949620E1,-3.104418182E1,-1.477627850E1,8.568398476E0,3.543299428E1
3.541197078E1,-3.232284546E1,-1.626551056E1,8.195118904E0,3.710112055E1
3.541444500E1,-3.356771088E1,-1.773799515E1,8.561220169E0,3.891943186E1
3.541691927E1,-3.430739212E1,-1.921735764E1,9.178867340E0,4.038013861E1
3.541939370E1,-3.384049606E1,-2.041197395E1,9.583553314E0,4.066537039E1
3.542186797E1,-3.213590622E1,-2.112802505E1,9.602696419E0,3.963990022E1
3.542434218E1,-2.930370331E1,-2.138405800E1,9.040083885E0,3.738593426E1
3.542681594E1,-2.580120850E1,-2.146062851E1,7.869395256E0,3.447010759E1
3.542928953E1,-2.191556358E1,-2.142473602E1,6.492924213E0,3.132841052E1
3.543176302E1,-1.792463493E1,-2.128116608E1,5.441876888E0,2.835127142E1
3.543423630E1,-1.409402466E1,-2.100569344E1,4.795515537E0,2.574641057E1
3.543671005E1,-1.071595669E1,-2.063002014E1,4.474578381E0,2.367385289E1
3.543918422E1,-7.809575081E0,-2.024208260E1,4.491328239E0,2.215633995E1
3.544165854E1,-5.389235020E0,-1.974168396E1,4.754538536E0,2.100913079E1
3.544413271E1,-3.512065411E0,-1.898764610E1,5.242973328E0,2.000884997E1
3.544660687E1,-2.032702923E0,-1.805624008E1,5.858228207E0,1.909132067E1
3.544908140E1,-8.739784956E-1,-1.696212196E1,6.451947212E0,1.816879310E1
3.545155594E1,-8.135596663E-2,-1.579382610E1,7.004988194E0,1.727777247E1
3.545403062E1,4.429712892E-1,-1.462074471E1,7.541279793E0,1.645701371E1
3.545650521E1,7.947162390E-1,-1.350987625E1,7.981858253E0,1.571172783E1
3.545897958E1,1.082154036E0,-1.244925785E1,8.238189697E0,1.496739282E1
3.546145396E1,1.405484200E0,-1.139342499E1,8.250153542E0,1.413685086E1
3.546392838E1,1.773978829E0,-1.037587738E1,7.989036560E0,1.321478481E1
3.546640255E1,2.317448616E0,-9.399306297E0,7.759325504E0,1.240663771E1
3.546887666E1,2.985345364E0,-8.448758125E0,7.680362701E0,1.180176987E1
3.547135094E1,3.701397419E0,-7.582256794E0,7.716254711E0,1.143378974E1
3.547382541E1,4.484149456E0,-6.775277138E0,7.857431412E0,1.130270786E1
3.547629989E1,5.073082924E0,-6.104988098E0,8.044071198E0,1.130106771E1
3.547877427E1,5.580660820E0,-5.585446358E0,8.271688461E0,1.143511330E1
3.548124875E1,6.119344711E0,-5.185545921E0,8.563612938E0,1.173335982E1
3.548372312E1,6.669992924E0,-4.922335148E0,9.042476654E0,1.226721537E1
3.548619734E1,7.218248844E0,-4.896014214E0,9.782157898E0,1.310590267E1
3.548867166E1,7.735397339E0,-5.101797104E0,1.090259743E1,1.430843585E1
3.549114646E1,8.137690544E0,-5.530411243E0,1.249472141E1,1.590363226E1
